time,x,y,z
0.089,0.530511184307,0.424704325538,0.899405251566
0.09,0.535826794979,0.347963145705,0.904827052466
0.091,0.541121252127,0.268344039038,0.910105970685
0.092,0.546394346734,0.186676552902,0.915241172621
0.093,0.551645870628,0.103804750615,0.920231847366
0.094,0.556875616488,0.0205783667824,0.925077206834
0.095,0.562083377852,-0.0621560318689,0.929776485888
0.096,0.567268949127,-0.143563786977,0.934328942457
0.097,0.572432125595,-0.222830698857,0.938733857654
0.098,0.577572703422,-0.299171297777,0.942990535893
0.099,0.582690479669,-0.37183675089,0.947098304995
0.1,0.587785252292,-0.440122324008,0.951056516295
0.101,0.592856820161,-0.50337432268,0.954864544747
0.102,0.597904983058,-0.560996443122,0.958521789017
0.103,0.602929541689,-0.612455470342,0.962027671586
0.104,0.607930297695,-0.657286268201,0.965381638833
0.105,0.612907053653,-0.695096014107,0.968583161129
0.106,0.61785961309,-0.725567639474,0.971631732915
0.107,0.622787780488,-0.748462445806,0.974526872787
0.108,0.627691361291,-0.763621875348,0.977268123568
0.109,0.632570161913,-0.770968424419,0.979855052384
0.11,0.637423989749,-0.770505696793,0.982287250729
0.111,0.642252653177,-0.762317603762,0.984564334529
0.112,0.647055961569,-0.746566726541,0.986685944208
0.113,0.651833725301,-0.723491865578,0.988651744738
0.114,0.656585755753,-0.693404809833,0.990461425697
0.115,0.661311865324,-0.656686367166,0.992114701314
0.116,0.666011867434,-0.613781704619,0.99361131052
0.117,0.670685576537,-0.565195054334,0.994951016981
0.118,0.675332808121,-0.51148384724,0.996133609143
0.119,0.679953378722,-0.453252342246,0.997158900261
0.12,0.684547105929,-0.391144823546,0.998026728428
0.121,0.689113808387,-0.325838442656,0.998736956606
0.122,0.693653305813,-0.258035784974,0.999289472641
0.123,0.698165418993,-0.18845724293,0.999684189283
0.124,0.702649969799,-0.117833279126,0.999921044204
0.125,0.707106781187,-0.0468966633582,1
0.126,0.711535677209,0.0236252331145,0.999921044204
0.127,0.715936483022,0.0930180040213,0.999684189283
0.128,0.720309024888,0.16058755551,0.999289472641
0.129,0.724653130187,0.225667157904,0.998736956606
0.13,0.728968627421,0.287624129066,0.998026728428
0.131,0.733255346223,0.345866081326,0.997158900261
0.132,0.737513117358,0.399846669301,0.996133609143
0.133,0.741741772739,0.44907078199,0.994951016981
0.134,0.745941145424,0.493099129071,0.99361131052
0.135,0.75011106963,0.531552178441,0.992114701314
0.136,0.754251380736,0.564113409522,0.990461425697
0.137,0.758361915289,0.590531854633,0.988651744738
0.138,0.762442511011,0.610623908821,0.986685944208
0.139,0.766493006809,0.624274396678,0.984564334529
0.14,0.770513242776,0.631436892941,0.982287250729
0.141,0.774503060199,0.632133301842,0.979855052384
0.142,0.778462301567,0.626452708248,0.977268123568
0.143,0.782390810577,0.614549521478,0.974526872787
0.144,0.786288432137,0.596640940196,0.971631732915
0.145,0.790155012376,0.573003773956,0.968583161129
0.146,0.793990398648,0.543970663654,0.965381638833
0.147,0.797794439539,0.509925749286,0.962027671586
0.148,0.801566984871,0.471299838989,0.958521789017
0.149,0.805307885711,0.428565138225,0.954864544747
0.15,0.809016994375,0.382229602189,0.951056516295
0.151,0.812694164433,0.332830977967,0.947098304995
0.152,0.816339250717,0.280930605662,0.942990535893
0.153,0.819952109325,0.227107049587,0.938733857654
0.154,0.823532597628,0.171949631692,0.934328942457
0.155,0.827080574275,0.116051939664,0.929776485888
0.156,0.830595899196,0.0600053815531,0.925077206834
0.157,0.834078433613,0.00439285745257,0.920231847366
0.158,0.837528040042,-0.0502173833906,0.915241172621
0.159,0.840944582298,-0.103277634532,0.910105970685
0.16,0.844327925502,-0.154266311432,0.904827052466
0.161,0.847677936085,-0.20269316002,0.899405251566
0.162,0.850994481795,-0.248104041892,0.893841424151
0.163,0.854277431699,-0.290085248704,0.888136448814
0.164,0.857526656194,-0.32826730417,0.882291226435
0.165,0.860742027004,-0.36232821839,0.876306680044
0.166,0.863923417193,-0.391996165791,0.87018375467
0.167,0.867070701164,-0.417051564867,0.863923417193
0.168,0.87018375467,-0.437328544903,0.857526656194
0.169,0.87326245481,-0.452715792019,0.850994481795
0.17,0.876306680044,-0.463156773985,0.844327925502
0.171,0.879316310191,-0.468649350313,0.837528040042
0.172,0.882291226435,-0.469244781062,0.830595899196
0.173,0.885231311332,-0.465046154448,0.823532597628
0.174,0.888136448814,-0.456206259721,0.816339250717
0.175,0.891006524188,-0.442924937781,0.809016994375
0.176,0.893841424151,-0.425445947546,0.801566984871
0.177,0.896641036785,-0.404053391147,0.793990398648
0.178,0.899405251566,-0.379067745527,0.786288432137
0.179,0.902133959368,-0.350841551915,0.778462301567
0.18,0.904827052466,-0.319754817905,0.770513242776
0.181,0.907484424541,-0.28621018948,0.762442511011
0.182,0.910105970685,-0.250627952188,0.754251380736
0.183,0.912691587404,-0.213440921878,0.745941145424
0.184,0.915241172621,-0.175089285873,0.737513117358
0.185,0.917754625684,-0.136015455209,0.728968627421
0.186,0.920231847366,-0.0966589876061,0.720309024888
0.187,0.92267273987,-0.0574516392189,0.711535677209
0.188,0.925077206834,-0.0188126008889,0.702649969799
0.189,0.927445153335,0.0188560282834,0.693653305813
0.19,0.929776485888,0.0551734807648,0.684547105929
0.191,0.932071112458,0.089784228579,0.675332808121
0.192,0.934328942457,0.122361518771,0.666011867434
0.193,0.936549886748,0.152610500633,0.656585755753
0.194,0.938733857654,0.180270914316,0.647055961569
0.195,0.940880768954,0.205119316094,0.637423989749
0.196,0.942990535893,0.226970821412,0.627691361291
0.197,0.94506307518,0.245680352885,0.61785961309
0.198,0.947098304995,0.261143386521,0.607930297695
0.199,0.94909614499,0.273296195561,0.597904983058
0.2,0.951056516295,0.282115597409,0.587785252292
0.201,0.952979341517,0.28761821503,0.577572703422
0.202,0.954864544747,0.289859269933,0.567268949127
0.203,0.956712051559,0.28893092931,0.556875616488
0.204,0.958521789017,0.284960235021,0.546394346734
0.205,0.960293685677,0.278106646839,0.535826794979
0.206,0.962027671586,0.268559236665,0.525174629961
0.207,0.96372367829,0.25653357421,0.514439533782
0.208,0.965381638833,0.242268347892,0.503623201636
0.209,0.967001487762,0.22602176738,0.492727341548
0.21,0.968583161129,0.208067796343,0.481753674102
0.211,0.97012659649,0.18869226537,0.470703932165
0.212,0.971631732915,0.168188915939,0.459579860621
0.213,0.973098510982,0.146855426478,0.44838321609
0.214,0.974526872787,0.124989471141,0.437115766651
0.215,0.975916761939,0.102884860904,0.425779291565
0.216,0.977268123568,0.0808278148921,0.414375580993
0.217,0.978580904325,0.0590934076566,0.402906435714
0.218,0.979855052384,0.0379422353211,0.391373666837
0.219,0.981090517443,0.0176173402362,0.379779095522
0.22,0.982287250729,-0.00165856997064,0.368124552685
0.221,0.983445204995,-0.0196855772317,0.356411878713
0.222,0.984564334529,-0.0362886545716,0.344642923175
0.223,0.985644595149,-0.0513193919763,0.332819544523
0.224,0.986685944208,-0.06465732931,0.320943609807
0.225,0.987688340595,-0.076210884238,0.309016994375
0.226,0.988651744738,-0.0859178684721,0.297041581577
0.227,0.989576118603,-0.093745591051,0.28501926247
0.228,0.990461425697,-0.0996905527441,0.272951935517
0.229,0.99130763107,-0.103777740947,0.26084150629
0.23,0.992114701314,-0.106059539563,0.248689887165
0.231,0.99288260457,-0.10661427326,0.236498997024
0.232,0.99361131052,-0.105544410127,0.224270760949
0.233,0.994300790397,-0.102974451024,0.212007109922
0.234,0.994951016981,-0.0990485378263,0.199709980514
0.235,0.995561964603,-0.0939278162067,0.187381314586
0.236,0.996133609143,-0.0877875915936,0.175023058975
0.237,0.996665928034,-0.0808143193994,0.162637165195
0.238,0.997158900261,-0.0732024725349,0.150225589121
0.239,0.997612506361,-0.065151330589,0.137790290685
0.24,0.998026728428,-0.0568617358249,0.125333233564
0.241,0.998401550109,-0.048532861337,0.112856384873
0.242,0.998736956606,-0.0403590363117,0.100361714851
0.243,0.999032934678,-0.0325266723577,0.0878511965507
0.244,0.999289472641,-0.0252113333198,0.0753268055279
0.245,0.999506560366,-0.0185749888996,0.0627905195293
0.246,0.999684189283,-0.0127634897919,0.0502443181798
0.247,0.999822352381,-0.0079042989456,0.0376901826699
0.248,0.999921044204,-0.00410451002194,0.0251300954433
0.249,0.999980260856,-0.00144918017538,0.0125660398834
0.25,1,-8.10420735594e-18,1.22464679915e-16
0.251,0.999980260856,0.000205681101103,-0.0125660398834
0.252,0.999921044204,-0.000844539319838,-0.0251300954433
0.253,0.999822352381,-0.00313788831049,-0.0376901826699
0.254,0.999684189283,-0.00663656974788,-0.0502443181798
0.255,0.999506560366,-0.0112782954532,-0.0627905195293
0.256,0.999289472641,-0.0169771882802,-0.0753268055279
0.257,0.999032934678,-0.0236250452293,-0.0878511965507
0.258,0.998736956606,-0.0310929437522,-0.100361714851
0.259,0.998401550109,-0.0392331697388,-0.112856384873
0.26,0.998026728428,-0.0478814412771,-0.125333233564
0.261,0.997612506361,-0.0568593982025,-0.137790290685
0.262,0.997158900261,-0.0659773237645,-0.150225589121
0.263,0.996665928034,-0.0750370614735,-0.162637165195
0.264,0.996133609143,-0.0838350874017,-0.175023058975
0.265,0.995561964603,-0.0921656959281,-0.187381314586
0.266,0.994951016981,-0.0998242551742,-0.199709980514
0.267,0.994300790397,-0.106610487194,-0.212007109922
0.268,0.99361131052,-0.11233172738,-0.224270760949
0.269,0.99288260457,-0.116806117532,-0.236498997024
0.27,0.992114701314,-0.11986568761,-0.248689887165
0.271,0.99130763107,-0.121359282364,-0.26084150629
0.272,0.990461425697,-0.121155290756,-0.272951935517
0.273,0.989576118603,-0.119144138392,-0.28501926247
0.274,0.988651744738,-0.115240505999,-0.297041581577
0.275,0.987688340595,-0.109385240287,-0.309016994375
0.276,0.986685944208,-0.101546927317,-0.320943609807
0.277,0.985644595149,-0.0917231026651,-0.332819544523
0.278,0.984564334529,-0.0799410772193,-0.344642923175
0.279,0.983445204995,-0.0662583622806,-0.356411878713
0.28,0.982287250729,-0.050762682742,-0.368124552685
0.281,0.981090517443,-0.0335715723801,-0.379779095522
0.282,0.979855052384,-0.0148315506905,-0.391373666837
0.283,0.978580904325,0.00528311385894,-0.402906435714
0.284,0.977268123568,0.026572043859,-0.414375580993
0.285,0.975916761939,0.0488107806311,-0.425779291565
0.286,0.974526872787,0.0717531787099,-0.437115766651
0.287,0.973098510982,0.0951341413285,-0.44838321609
0.288,0.971631732915,0.118672666409,-0.459579860621
0.289,0.97012659649,0.142075168203,-0.470703932165
0.29,0.968583161129,0.165039035784,-0.481753674102
0.291,0.967001487762,0.187256386067,-0.492727341548
0.292,0.965381638833,0.208417966052,-0.503623201636
0.293,0.96372367829,0.228217156477,-0.514439533782
0.294,0.962027671586,0.246354027221,-0.525174629961
0.295,0.960293685677,0.262539393431,-0.535826794979
0.296,0.958521789017,0.276498820739,-0.546394346734
0.297,0.956712051559,0.287976527836,-0.556875616488
0.298,0.954864544747,0.296739135308,-0.567268949127
0.299,0.952979341517,0.302579210844,-0.577572703422
0.3,0.951056516295,0.305318562825,-0.587785252292
0.301,0.94909614499,0.304811236745,-0.597904983058
0.302,0.947098304995,0.300946172018,-0.607930297695
0.303,0.94506307518,0.293649480313,-0.61785961309
0.304,0.942990535893,0.282886310708,-0.627691361291
0.305,0.940880768954,0.268662271584,-0.637423989749
0.306,0.938733857654,0.251024384151,-0.647055961569
0.307,0.936549886748,0.230061547957,-0.656585755753
0.308,0.934328942457,0.205904504352,-0.666011867434
0.309,0.932071112458,0.178725289858,-0.675332808121
0.31,0.929776485888,0.148736177452,-0.684547105929
0.311,0.927445153335,0.116188109959,-0.693653305813
0.312,0.925077206834,0.0813686359668,-0.702649969799
0.313,0.92267273987,0.0445993648177,-0.711535677209
0.314,0.920231847366,0.00623296324335,-0.720309024888
0.315,0.917754625684,-0.0333502779452,-0.728968627421
0.316,0.915241172621,-0.0737462731718,-0.737513117358
0.317,0.912691587404,-0.114531328254,-0.745941145424
0.318,0.910105970685,-0.155266639448,-0.754251380736
0.319,0.907484424541,-0.195503057084,-0.762442511011
0.32,0.904827052466,-0.234786061689,-0.770513242776
0.321,0.902133959368,-0.272660897251,-0.778462301567
0.322,0.899405251566,-0.308677803661,-0.786288432137
0.323,0.896641036785,-0.342397288397,-0.793990398648
0.324,0.893841424151,-0.373395376252,-0.801566984871
0.325,0.891006524188,-0.401268775291,-0.809016994375
0.326,0.888136448814,-0.425639897419,-0.816339250717
0.327,0.885231311332,-0.446161672764,-0.823532597628
0.328,0.882291226435,-0.462522098691,-0.830595899196
0.329,0.879316310191,-0.474448466569,-0.837528040042
0.33,0.876306680044,-0.481711212385,-0.844327925502
0.331,0.87326245481,-0.484127340976,-0.850994481795
0.332,0.87018375467,-0.481563377913,-0.857526656194
0.333,0.867070701164,-0.473937807945,-0.863923417193
0.334,0.863923417193,-0.461222964297,-0.87018375467
0.335,0.860742027004,-0.443446339003,-0.876306680044
0.336,0.857526656194,-0.420691290721,-0.882291226435
0.337,0.854277431699,-0.393097133102,-0.888136448814
0.338,0.850994481795,-0.360858593697,-0.893841424151
0.339,0.847677936085,-0.324224640439,-0.899405251566
0.34,0.844327925502,-0.283496679983,-0.904827052466
0.341,0.840944582298,-0.239026139359,-0.910105970685
0.342,0.837528040042,-0.19121144963,-0.915241172621
0.343,0.834078433613,-0.140494457235,-0.920231847366
0.344,0.830595899196,-0.0873562955752,-0.925077206834
0.345,0.827080574275,-0.0323127558774,-0.929776485888
0.346,0.823532597628,0.0240907974254,-0.934328942457
0.347,0.819952109325,0.0812849158949,-0.938733857654
0.348,0.816339250717,0.138681904753,-0.942990535893
0.349,0.812694164433,0.195681948302,-0.947098304995
0.35,0.809016994375,0.251679458417,-0.951056516295
0.351,0.805307885711,0.306069578166,-0.954864544747
0.352,0.801566984871,0.358254770051,-0.958521789017
0.353,0.797794439539,0.407651416618,-0.962027671586
0.354,0.793990398648,0.453696360193,-0.965381638833
0.355,0.790155012376,0.495853308349,-0.968583161129
0.356,0.786288432137,0.533619032378,-0.971631732915
0.357,0.782390810577,0.566529287535,-0.974526872787
0.358,0.778462301567,0.594164386124,-0.977268123568
0.359,0.774503060199,0.616154357596,-0.979855052384
0.36,0.770513242776,0.63218363371,-0.982287250729
0.361,0.766493006809,0.641995201418,-0.984564334529
0.362,0.762442511011,0.64539417139,-0.986685944208
0.363,0.758361915289,0.642250716072,-0.988651744738
0.364,0.754251380736,0.632502337618,-0.990461425697
0.365,0.75011106963,0.616155433061,-0.992114701314
0.366,0.745941145424,0.593286131515,-0.99361131052
0.367,0.741741772739,0.56404038598,-0.994951016981
0.368,0.737513117358,0.528633310362,-0.996133609143
0.369,0.733255346223,0.487347760554,-0.997158900261
0.37,0.728968627421,0.440532166744,-0.998026728428
0.371,0.724653130187,0.388597632419,-0.998736956606
0.372,0.720309024888,0.332014323743,-0.999289472641
0.373,0.715936483022,0.271307181049,-0.999684189283
0.374,0.711535677209,0.207050991895,-0.999921044204
0.375,0.707106781187,0.139864872534,-1
0.376,0.702649969799,0.0704062115947,-0.999921044204
0.377,0.698165418993,-0.000635863859857,-0.999684189283
0.378,0.693653305813,-0.0725474339242,-0.999289472641
0.379,0.689113808387,-0.144597071998,-0.998736956606
0.38,0.684547105929,-0.216043396033,-0.998026728428
0.381,0.679953378722,-0.286142805829,-0.997158900261
0.382,0.675332808121,-0.354157324591,-0.996133609143
0.383,0.670685576537,-0.419362461068,-0.994951016981
0.384,0.666011867434,-0.481055007653,-0.99361131052
0.385,0.661311865324,-0.538560689751,-0.992114701314
0.386,0.656585755753,-0.591241582601,-0.990461425697
0.387,0.651833725301,-0.638503213546,-0.988651744738
0.388,0.647055961569,-0.679801270444,-0.986685944208
0.389,0.642252653177,-0.714647840531,-0.984564334529
0.39,0.637423989749,-0.742617108458,-0.982287250729
0.391,0.632570161913,-0.763350447546,-0.979855052384
0.392,0.627691361291,-0.776560844268,-0.977268123568
0.393,0.622787780488,-0.782036602731,-0.974526872787
0.394,0.61785961309,-0.779644283259,-0.971631732915
0.395,0.612907053653,-0.769330837094,-0.968583161129
0.396,0.607930297695,-0.751124907606,-0.965381638833
0.397,0.602929541689,-0.725137277157,-0.962027671586
0.398,0.597904983058,-0.691560447824,-0.958521789017
0.399,0.592856820161,-0.650667353418,-0.954864544747
0.4,0.587785252292,-0.60280920956,-0.951056516295
0.401,0.582690479669,-0.548412517938,-0.947098304995
0.402,0.577572703422,-0.487975250028,-0.942990535893
0.403,0.572432125595,-0.422062244626,-0.938733857654
0.404,0.567268949127,-0.351299862182,-0.934328942457
0.405,0.562083377852,-0.276369947242,-0.929776485888
0.406,0.556875616488,-0.198003158097,-0.925077206834
0.407,0.551645870628,-0.116971729895,-0.920231847366
0.408,0.546394346734,-0.0340817440712,-0.915241172621
0.409,0.541121252127,0.0498350173383,-0.910105970685
0.41,0.535826794979,0.133929548889,-0.904827052466
0.411,0.530511184307,0.217344342767,-0.899405251566
0.412,0.525174629961,0.299222262786,-0.893841424151
0.413,0.519817342621,0.37871547826,-0.888136448814
0.414,0.514439533782,0.454994363409,-0.882291226435
0.415,0.50904141575,0.527256267734,-0.876306680044
0.416,0.503623201636,0.594734063588,-0.87018375467
0.417,0.498185105339,0.656704378954,-0.863923417193
0.418,0.492727341548,0.712495426244,-0.857526656194
0.419,0.487250125725,0.761494341726,-0.850994481795
0.42,0.481753674102,0.803153954843,-0.844327925502
0.421,0.476238203668,0.836998912342,-0.837528040042
0.422,0.470703932165,0.862631088545,-0.830595899196
0.423,0.465151078077,0.879734220296,-0.823532597628
0.424,0.459579860621,0.888077713027,-0.816339250717
0.425,0.45399049974,0.887519572936,-0.809016994375
0.426,0.44838321609,0.878008429249,-0.801566984871
0.427,0.442758231039,0.859584620108,-0.793990398648
0.428,0.437115766651,0.832380325348,-0.786288432137
0.429,0.431456045681,0.796618739525,-0.778462301567
0.43,0.425779291565,0.752612288688,-0.770513242776
0.431,0.420085728412,0.700759904567,-0.762442511011
0.432,0.414375580993,0.64154337991,-0.754251380736
0.433,0.408649074736,0.57552283858,-0.745941145424
0.434,0.402906435714,0.503331363576,-0.737513117358
0.435,0.397147890635,0.425668835258,-0.728968627421
0.436,0.391373666837,0.343295040704,-0.720309024888
0.437,0.385583992277,0.257022123106,-0.711535677209
0.438,0.379779095522,0.16770644744,-0.702649969799
0.439,0.373959205738,0.0762399651505,-0.693653305813
0.44,0.368124552685,-0.016458833718,-0.684547105929
0.441,0.362275366705,-0.109454287781,-0.675332808121
0.442,0.356411878713,-0.201803154002,-0.666011867434
0.443,0.350534320191,-0.292564320106,-0.656585755753
0.444,0.344642923175,-0.380808538282,-0.647055961569
0.445,0.338737920245,-0.465628078123,-0.637423989749
0.446,0.332819544523,-0.546146197175,-0.627691361291
0.447,0.326888029655,-0.621526329014,-0.61785961309
0.448,0.320943609807,-0.690980891348,-0.607930297695
0.449,0.314986519655,-0.753779620314,-0.597904983058
0.45,0.309016994375,-0.809257341747,-0.587785252292
0.451,0.303035269633,-0.856821095873,-0.577572703422
0.452,0.297041581577,-0.895956538357,-0.567268949127
0.453,0.291036166828,-0.926233548022,-0.556875616488
0.454,0.28501926247,-0.947310979683,-0.546394346734
0.455,0.278991106039,-0.958940509352,-0.535826794979
0.456,0.272951935517,-0.960969528447,-0.525174629961
0.457,0.26690198932,-0.953343053553,-0.514439533782
0.458,0.26084150629,-0.936104628529,-0.503623201636
0.459,0.254770725683,-0.909396206305,-0.492727341548
0.46,0.248689887165,-0.873457008435,-0.481753674102
0.461,0.242599230795,-0.828621371226,-0.470703932165
0.462,0.236498997024,-0.775315597954,-0.459579860621
0.463,0.230389426677,-0.714053847201,-0.44838321609
0.464,0.224270760949,-0.645433097591,-0.437115766651
0.465,0.218143241397,-0.570127238996,-0.425779291565
0.466,0.212007109922,-0.488880349651,-0.414375580993
0.467,0.20586260877,-0.402499227272,-0.402906435714
0.468,0.199709980514,-0.311845250358,-0.391373666837
0.469,0.193549468051,-0.217825653007,-0.379779095522
0.47,0.187381314586,-0.121384303005,-0.368124552685
0.471,0.181205763627,-0.0234920783155,-0.356411878713
0.472,0.175023058975,0.0748630584371,-0.344642923175
0.473,0.168833444713,0.17268618453,-0.332819544523
0.474,0.162637165195,0.268985635493,-0.320943609807
0.475,0.15643446504,0.362783210778,-0.309016994375
0.476,0.150225589121,0.453124260241,-0.297041581577
0.477,0.144010782552,0.539087545951,-0.28501926247
0.478,0.137790290685,0.619794776044,-0.272951935517
0.479,0.131564359092,0.694419710601,-0.26084150629
0.48,0.125333233564,0.762196743853,-0.248689887165
0.481,0.119097160095,0.822428872378,-0.236498997024
0.482,0.112856384873,0.874494965266,-0.224270760949
0.483,0.106611154275,0.917856259425,-0.212007109922
0.484,0.100361714851,0.952062011248,-0.199709980514
0.485,0.0941083133185,0.976754244624,-0.187381314586
0.486,0.0878511965507,0.991671544669,-0.175023058975
0.487,0.0815906115682,0.996651856536,-0.162637165195
0.488,0.0753268055279,0.991634259043,-0.150225589121
0.489,0.0690600257144,0.976659693589,-0.137790290685
0.49,0.0627905195293,0.951870639763,-0.125333233564
0.491,0.056518534482,0.917509740107,-0.112856384873
0.492,0.0502443181798,0.873917387501,-0.100361714851
0.493,0.0439681183179,0.821528299554,-0.0878511965507
0.494,0.0376901826699,0.76086711499,-0.0753268055279
0.495,0.0314107590781,0.692543057335,-0.0627905195293
0.496,0.0251300954433,0.61724372099,-0.0502443181798
0.497,0.0188484397154,0.535728044012,-0.0376901826699
0.498,0.0125660398834,0.448818540478,-0.0251300954433
0.499,0.00628314396556,0.357392873104,-0.0125660398834
0.5,1.22464679915e-16,0.262374853704,-2.44929359829e-16
0.501,-0.00628314396556,0.164724965133,0.0125660398834
0.502,-0.0125660398834,0.0654305033353,0.0251300954433
0.503,-0.0188484397154,-0.0345045578471,0.0376901826699
0.504,-0.0251300954433,-0.134069873567,0.0502443181798
0.505,-0.0314107590781,-0.232259099232,0.0627905195293
0.506,-0.0376901826699,-0.328080218132,0.0753268055279
0.507,-0.0439681183179,-0.420565717921,0.0878511965507
0.508,-0.0502443181798,-0.508782510046,0.100361714851
0.509,-0.056518534482,-0.591841488944,0.112856384873
0.51,-0.0627905195293,-0.668906631664,0.125333233564
0.511,-0.0690600257144,-0.739203543407,0.137790290685
0.512,-0.0753268055279,-0.802027360353,0.150225589121
0.513,-0.0815906115682,-0.856749927938,0.162637165195
0.514,-0.0878511965507,-0.90282618037,0.175023058975
0.515,-0.0941083133185,-0.939799655629,0.187381314586
0.516,-0.100361714851,-0.967307089289,0.199709980514
0.517,-0.106611154275,-0.985082040216,0.212007109922
0.518,-0.112856384873,-0.992957511378,0.224270760949
0.519,-0.119097160095,-0.990867539581,0.236498997024
0.52,-0.125333233564,-0.978847738786,0.248689887165
0.521,-0.131564359092,-0.957034792624,0.26084150629
0.522,-0.137790290685,-0.925664902782,0.272951935517
0.523,-0.144010782552,-0.88507121083,0.28501926247
0.524,-0.150225589121,-0.835680221838,0.297041581577
0.525,-0.15643446504,-0.778007268518,0.309016994375
0.526,-0.162637165195,-0.712651064657,0.320943609807
0.527,-0.168833444713,-0.64028740606,0.332819544523
0.528,-0.175023058975,-0.561662086083,0.344642923175
0.529,-0.181205763627,-0.477583100933,0.356411878713
0.53,-0.187381314586,-0.388912227266,0.368124552685
